GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD03
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Hispanic or Latino:
0500000US18131,18131,"Pulaski County, Indiana",12910,360
0500000US18133,18133,"Putnam County, Indiana",37626,985
0500000US18135,18135,"Randolph County, Indiana",25403,819
0500000US18137,18137,"Ripley County, Indiana",28633,500
0500000US18139,18139,"Rush County, Indiana",16873,241
0500000US18141,18141,"St. Joseph County, Indiana",267696,21797
0500000US18143,18143,"Scott County, Indiana",23734,439
0500000US18145,18145,"Shelby County, Indiana",44404,1747
0500000US18147,18147,"Spencer County, Indiana",20777,575
0500000US18149,18149,"Starke County, Indiana",23069,797
0500000US18151,18151,"Steuben County, Indiana",34279,1151
0500000US18153,18153,"Sullivan County, Indiana",21026,350
0500000US18155,18155,"Switzerland County, Indiana",10484,188
0500000US18157,18157,"Tippecanoe County, Indiana",183397,14628
0500000US18159,18159,"Tipton County, Indiana",15447,383
0500000US18161,18161,"Union County, Indiana",7251,1
0500000US18163,18163,"Vanderburgh County, Indiana",181692,4500
0500000US18165,18165,"Vermillion County, Indiana",15752,174
0500000US18167,18167,"Vigo County, Indiana",108099,2708
0500000US18169,18169,"Wabash County, Indiana",32177,779
0500000US18171,18171,"Warren County, Indiana",8309,113
0500000US18173,18173,"Warrick County, Indiana",61427,1052
0500000US18175,18175,"Washington County, Indiana",27792,355
0500000US18177,18177,"Wayne County, Indiana",67423,1869
0500000US18179,18179,"Wells County, Indiana",27836,721
0500000US18181,18181,"White County, Indiana",24265,1833
0500000US18183,18183,"Whitley County, Indiana",33354,615
0500000US19001,19001,"Adair County, Iowa",7330,117
0500000US19003,19003,"Adams County, Iowa",3822,31
0500000US19005,19005,"Allamakee County, Iowa",14001,792
0500000US19007,19007,"Appanoose County, Iowa",12602,217
0500000US19009,19009,"Audubon County, Iowa",5793,35
0500000US19011,19011,"Benton County, Iowa",25720,355
0500000US19013,19013,"Black Hawk County, Iowa",132821,5493
0500000US19015,19015,"Boone County, Iowa",26411,626
0500000US19017,19017,"Bremer County, Iowa",24663,339
0500000US19019,19019,"Buchanan County, Iowa",21031,301
0500000US19021,19021,"Buena Vista County, Iowa",20445,5046
0500000US19023,19023,"Butler County, Iowa",14933,177
0500000US19025,19025,"Calhoun County, Iowa",9876,180
0500000US19027,19027,"Carroll County, Iowa",20555,464
0500000US19029,19029,"Cass County, Iowa",13433,316
0500000US19031,19031,"Cedar County, Iowa",18389,334
0500000US19033,19033,"Cerro Gordo County, Iowa",43303,1907
0500000US19035,19035,"Cherokee County, Iowa",11752,365
0500000US19037,19037,"Chickasaw County, Iowa",12164,269
0500000US19039,19039,"Clarke County, Iowa",9273,1119
0500000US19041,19041,"Clay County, Iowa",16478,527
0500000US19043,19043,"Clayton County, Iowa",17735,331
0500000US19045,19045,"Clinton County, Iowa",47972,1416
0500000US19047,19047,"Crawford County, Iowa",17147,4677
0500000US19049,19049,"Dallas County, Iowa",78074,4778
0500000US19051,19051,"Davis County, Iowa",8768,110
0500000US19053,19053,"Decatur County, Iowa",8210,220
0500000US19055,19055,"Delaware County, Iowa",17445,210
0500000US19057,19057,"Des Moines County, Iowa",40114,1147
0500000US19059,19059,"Dickinson County, Iowa",17046,295
0500000US19061,19061,"Dubuque County, Iowa",96359,2126
0500000US19063,19063,"Emmet County, Iowa",9820,890
0500000US19065,19065,"Fayette County, Iowa",20391,455
0500000US19067,19067,"Floyd County, Iowa",16004,377
0500000US19069,19069,"Franklin County, Iowa",10393,1233
0500000US19071,19071,"Fremont County, Iowa",7019,176
0500000US19073,19073,"Greene County, Iowa",9083,232
0500000US19075,19075,"Grundy County, Iowa",12373,151
0500000US19077,19077,"Guthrie County, Iowa",10691,254
0500000US19079,19079,"Hamilton County, Iowa",15227,857
0500000US19081,19081,"Hancock County, Iowa",11006,411
0500000US19083,19083,"Hardin County, Iowa",17324,699
0500000US19085,19085,"Harrison County, Iowa",14335,228
0500000US19087,19087,"Henry County, Iowa",19941,894
0500000US19089,19089,"Howard County, Iowa",9430,144
0500000US19091,19091,"Humboldt County, Iowa",9607,354
0500000US19093,19093,"Ida County, Iowa",7041,148
0500000US19095,19095,"Iowa County, Iowa",16326,384
0500000US19097,19097,"Jackson County, Iowa",19529,264
0500000US19099,19099,"Jasper County, Iowa",36715,681
0500000US19101,19101,"Jefferson County, Iowa",17662,521
0500000US19103,19103,"Johnson County, Iowa",142006,7558
0500000US19105,19105,"Jones County, Iowa",20481,340
0500000US19107,19107,"Keokuk County, Iowa",10234,147
0500000US19109,19109,"Kossuth County, Iowa",15226,310
0500000US19111,19111,"Lee County, Iowa",35172,1196
0500000US19113,19113,"Linn County, Iowa",218076,6527
0500000US19115,19115,"Louisa County, Iowa",11251,1792
0500000US19117,19117,"Lucas County, Iowa",8700,37
0500000US19119,19119,"Lyon County, Iowa",11730,286
0500000US19121,19121,"Madison County, Iowa",15661,250
0500000US19123,19123,"Mahaska County, Iowa",22324,425
0500000US19125,19125,"Marion County, Iowa",33197,602
0500000US19127,19127,"Marshall County, Iowa",40735,8064
0500000US19129,19129,"Mills County, Iowa",14841,408
0500000US19131,19131,"Mitchell County, Iowa",10757,140
0500000US19133,19133,"Monona County, Iowa",9013,150
0500000US19135,19135,"Monroe County, Iowa",7964,199
0500000US19137,19137,"Montgomery County, Iowa",10380,352
0500000US19139,19139,"Muscatine County, Iowa",42949,7360
0500000US19141,19141,"O'Brien County, Iowa",14055,602
0500000US19143,19143,"Osceola County, Iowa",6154,426
0500000US19145,19145,"Page County, Iowa",15552,463
0500000US19147,19147,"Palo Alto County, Iowa",9155,198
0500000US19149,19149,"Plymouth County, Iowa",24972,1006
0500000US19151,19151,"Pocahontas County, Iowa",7061,247
0500000US19153,19153,"Polk County, Iowa",459159,36682
0500000US19155,19155,"Pottawattamie County, Iowa",93198,6746
0500000US19157,19157,"Poweshiek County, Iowa",18622,567
0500000US19159,19159,"Ringgold County, Iowa",5054,108
0500000US19161,19161,"Sac County, Iowa",10034,261
0500000US19163,19163,"Scott County, Iowa",171116,10752
0500000US19165,19165,"Shelby County, Iowa",11944,347
0500000US19167,19167,"Sioux County, Iowa",34621,3409
0500000US19169,19169,"Story County, Iowa",94834,2990
0500000US19171,19171,"Tama County, Iowa",17423,1432
0500000US19173,19173,"Taylor County, Iowa",6209,460
0500000US19175,19175,"Union County, Iowa",12539,338
0500000US19177,19177,"Van Buren County, Iowa",7380,98
0500000US19179,19179,"Wapello County, Iowa",35242,3609
0500000US19181,19181,"Warren County, Iowa",48170,1165
0500000US19183,19183,"Washington County, Iowa",22115,1245
0500000US19185,19185,"Wayne County, Iowa",6403,77
0500000US19187,19187,"Webster County, Iowa",37050,1614
0500000US19189,19189,"Winnebago County, Iowa",10580,413
0500000US19191,19191,"Winneshiek County, Iowa",20789,437
0500000US19193,19193,"Woodbury County, Iowa",102426,15635
0500000US19195,19195,"Worth County, Iowa",7562,205
0500000US19197,19197,"Wright County, Iowa",12891,1359
0500000US20001,20001,"Allen County, Kansas",12951,422
0500000US20003,20003,"Anderson County, Kansas",7858,36
0500000US20005,20005,"Atchison County, Kansas",16557,465
0500000US20007,20007,"Barber County, Kansas",4831,152
0500000US20009,20009,"Barton County, Kansas",27214,3857
0500000US20011,20011,"Bourbon County, Kansas",14751,350
0500000US20013,20013,"Brown County, Kansas",9810,380
0500000US20015,20015,"Butler County, Kansas",66264,2920
0500000US20017,20017,"Chase County, Kansas",2694,109
0500000US20019,20019,"Chautauqua County, Kansas",3470,58
0500000US20021,20021,"Cherokee County, Kansas",20737,473
0500000US20023,20023,"Cheyenne County, Kansas",2679,169
0500000US20025,20025,"Clark County, Kansas",2131,253
0500000US20027,20027,"Clay County, Kansas",8346,200
0500000US20029,20029,"Cloud County, Kansas",9302,297
0500000US20031,20031,"Coffey County, Kansas",8433,208
0500000US20033,20033,"Comanche County, Kansas",1898,119
0500000US20035,20035,"Cowley County, Kansas",35977,3689
0500000US20037,20037,"Crawford County, Kansas",39281,2007
0500000US20039,20039,"Decatur County, Kansas",2886,82
0500000US20041,20041,"Dickinson County, Kansas",19384,859
0500000US20043,20043,"Doniphan County, Kansas",7793,207
0500000US20045,20045,"Douglas County, Kansas",116352,6714
0500000US20047,20047,"Edwards County, Kansas",2975,591
0500000US20049,20049,"Elk County, Kansas",2635,106
0500000US20051,20051,"Ellis County, Kansas",29032,1592
0500000US20053,20053,"Ellsworth County, Kansas",6375,384
0500000US20055,20055,"Finney County, Kansas",36983,17908
0500000US20057,20057,"Ford County, Kansas",34492,18313
0500000US20059,20059,"Franklin County, Kansas",25663,1014
0500000US20061,20061,"Geary County, Kansas",36818,5526
0500000US20063,20063,"Gove County, Kansas",2682,90
0500000US20065,20065,"Graham County, Kansas",2577,81
0500000US20067,20067,"Grant County, Kansas",7748,3579
0500000US20069,20069,"Gray County, Kansas",6037,888
0500000US20071,20071,"Greeley County, Kansas",1235,257
0500000US20073,20073,"Greenwood County, Kansas",6304,239
0500000US20075,20075,"Hamilton County, Kansas",2567,922
0500000US20077,20077,"Harper County, Kansas",5798,366
0500000US20079,20079,"Harvey County, Kansas",34814,3963
0500000US20081,20081,"Haskell County, Kansas",4087,1181
0500000US20083,20083,"Hodgeman County, Kansas",1919,135
0500000US20085,20085,"Jackson County, Kansas",13365,563
0500000US20087,20087,"Jefferson County, Kansas",18880,449
0500000US20089,20089,"Jewell County, Kansas",3003,71
0500000US20091,20091,"Johnson County, Kansas",572428,41946
0500000US20093,20093,"Kearny County, Kansas",3943,1203
0500000US20095,20095,"Kingman County, Kansas",7697,235
0500000US20097,20097,"Kiowa County, Kansas",2520,152
0500000US20099,20099,"Labette County, Kansas",20833,901
0500000US20101,20101,"Lane County, Kansas",1687,89
0500000US20103,20103,"Leavenworth County, Kansas",78785,5282
0500000US20105,20105,"Lincoln County, Kansas",3134,84
0500000US20107,20107,"Linn County, Kansas",9524,231
0500000US20109,20109,"Logan County, Kansas",2800,141
0500000US20111,20111,"Lyon County, Kansas",33401,6893
0500000US20113,20113,"McPherson County, Kansas",29164,1139
0500000US20115,20115,"Marion County, Kansas",12213,381
0500000US20117,20117,"Marshall County, Kansas",9963,230
0500000US20119,20119,"Meade County, Kansas",4310,654
0500000US20121,20121,"Miami County, Kansas",32787,957
0500000US20123,20123,"Mitchell County, Kansas",6299,129
0500000US20125,20125,"Montgomery County, Kansas",33765,2050
0500000US20127,20127,"Morris County, Kansas",5694,245
0500000US20129,20129,"Morton County, Kansas",3033,650
0500000US20131,20131,"Nemaha County, Kansas",10177,163
0500000US20133,20133,"Neosho County, Kansas",16358,811
0500000US20135,20135,"Ness County, Kansas",3047,317
0500000US20137,20137,"Norton County, Kansas",5558,277
0500000US20139,20139,"Osage County, Kansas",16001,447
0500000US20141,20141,"Osborne County, Kansas",3746,69
0500000US20143,20143,"Ottawa County, Kansas",6004,164
0500000US20145,20145,"Pawnee County, Kansas",6840,515
0500000US20147,20147,"Phillips County, Kansas",5484,167
0500000US20149,20149,"Pottawatomie County, Kansas",22920,1202
0500000US20151,20151,"Pratt County, Kansas",9729,666
0500000US20153,20153,"Rawlins County, Kansas",2557,136
0500000US20155,20155,"Reno County, Kansas",63803,5663
0500000US20157,20157,"Republic County, Kansas",4768,72
0500000US20159,20159,"Rice County, Kansas",9949,1104
0500000US20161,20161,"Riley County, Kansas",75026,5838
0500000US20163,20163,"Rooks County, Kansas",5160,126
0500000US20165,20165,"Rush County, Kansas",3144,99
0500000US20167,20167,"Russell County, Kansas",6988,199
0500000US20169,20169,"Saline County, Kansas",55547,5935
0500000US20171,20171,"Scott County, Kansas",4958,746
0500000US20173,20173,"Sedgwick County, Kansas",508221,70597
0500000US20175,20175,"Seward County, Kansas",23185,13675
0500000US20177,20177,"Shawnee County, Kansas",178567,20903
0500000US20179,20179,"Sheridan County, Kansas",2522,102
0500000US20181,20181,"Sherman County, Kansas",6038,716
0500000US20183,20183,"Smith County, Kansas",3701,70
0500000US20185,20185,"Stafford County, Kansas",4284,569
0500000US20187,20187,"Stanton County, Kansas",2115,695
0500000US20189,20189,"Stevens County, Kansas",5738,1989
0500000US20191,20191,"Sumner County, Kansas",23509,1231
0500000US20193,20193,"Thomas County, Kansas",7909,408
0500000US20195,20195,"Trego County, Kansas",2927,24
0500000US20197,20197,"Wabaunsee County, Kansas",6960,236
0500000US20199,20199,"Wallace County, Kansas",1584,76
0500000US20201,20201,"Washington County, Kansas",5613,184
0500000US20203,20203,"Wichita County, Kansas",2168,717
0500000US20205,20205,"Wilson County, Kansas",8956,250
0500000US20207,20207,"Woodson County, Kansas",3186,87
0500000US20209,20209,"Wyandotte County, Kansas",161777,44658
0500000US21001,21001,"Adair County, Kentucky",19156,353
0500000US21003,21003,"Allen County, Kentucky",20421,378
0500000US21005,21005,"Anderson County, Kentucky",21867,342
0500000US21007,21007,"Ballard County, Kentucky",8216,96
0500000US21009,21009,"Barren County, Kentucky",43287,1280
0500000US21011,21011,"Bath County, Kentucky",12113,183
0500000US21013,21013,"Bell County, Kentucky",27676,119
0500000US21015,21015,"Boone County, Kentucky",125656,4984
0500000US21017,21017,"Bourbon County, Kentucky",20004,1327
0500000US21019,21019,"Boyd County, Kentucky",48716,784
0500000US21021,21021,"Boyle County, Kentucky",29650,926
0500000US21023,21023,"Bracken County, Kentucky",8404,130
0500000US21025,21025,"Breathitt County, Kentucky",13476,115
0500000US21027,21027,"Breckinridge County, Kentucky",20000,243
0500000US21029,21029,"Bullitt County, Kentucky",77727,1320
0500000US21031,21031,"Butler County, Kentucky",12828,439
0500000US21033,21033,"Caldwell County, Kentucky",12758,196
0500000US21035,21035,"Calloway County, Kentucky",38302,974
0500000US21037,21037,"Campbell County, Kentucky",91456,1675
0500000US21039,21039,"Carlisle County, Kentucky",4954,111
0500000US21041,21041,"Carroll County, Kentucky",10776,724
0500000US21043,21043,"Carter County, Kentucky",27292,327
0500000US21045,21045,"Casey County, Kentucky",15928,430
0500000US21047,21047,"Christian County, Kentucky",73936,5406
0500000US21049,21049,"Clark County, Kentucky",35706,983
0500000US21051,21051,"Clay County, Kentucky",21160,455
0500000US21053,21053,"Clinton County, Kentucky",10172,279
0500000US21055,21055,"Crittenden County, Kentucky",9211,79
0500000US21057,21057,"Cumberland County, Kentucky",6780,14
0500000US21059,21059,"Daviess County, Kentucky",98724,2706
0500000US21061,21061,"Edmonson County, Kentucky",12086,151
0500000US21063,21063,"Elliott County, Kentucky",7661,17
0500000US21065,21065,"Estill County, Kentucky",14406,40
0500000US21067,21067,"Fayette County, Kentucky",311529,21322
0500000US21069,21069,"Fleming County, Kentucky",14543,171
0500000US21071,21071,"Floyd County, Kentucky",38144,275
0500000US21073,21073,"Franklin County, Kentucky",49982,1453
0500000US21075,21075,"Fulton County, Kentucky",6323,37
0500000US21077,21077,"Gallatin County, Kentucky",8543,437
0500000US21079,21079,"Garrard County, Kentucky",17051,385
0500000US21081,21081,"Grant County, Kentucky",24705,629
0500000US21083,21083,"Graves County, Kentucky",37379,2217
0500000US21085,21085,"Grayson County, Kentucky",26092,319
0500000US21087,21087,"Green County, Kentucky",11123,101
0500000US21089,21089,"Greenup County, Kentucky",36255,373
0500000US21091,21091,"Hancock County, Kentucky",8716,117
0500000US21093,21093,"Hardin County, Kentucky",107573,5888
0500000US21095,21095,"Harlan County, Kentucky",28031,229
0500000US21097,21097,"Harrison County, Kentucky",18629,418
0500000US21099,21099,"Hart County, Kentucky",18510,317
0500000US21101,21101,"Henderson County, Kentucky",46362,1039
0500000US21103,21103,"Henry County, Kentucky",15528,507
0500000US21105,21105,"Hickman County, Kentucky",4691,41
0500000US21107,21107,"Hopkins County, Kentucky",46359,851
0500000US21109,21109,"Jackson County, Kentucky",13357,0
0500000US21111,21111,"Jefferson County, Kentucky",759724,36568
0500000US21113,21113,"Jessamine County, Kentucky",51015,1534
0500000US21115,21115,"Johnson County, Kentucky",23280,171
0500000US21117,21117,"Kenton County, Kentucky",163393,4797
0500000US21119,21119,"Knott County, Kentucky",15884,55
0500000US21121,21121,"Knox County, Kentucky",31740,332
0500000US21123,21123,"Larue County, Kentucky",14127,443
0500000US21125,21125,"Laurel County, Kentucky",59950,863
0500000US21127,21127,"Lawrence County, Kentucky",15870,128
0500000US21129,21129,"Lee County, Kentucky",6896,15
0500000US21131,21131,"Leslie County, Kentucky",10869,56
0500000US21133,21133,"Letcher County, Kentucky",23382,154
0500000US21135,21135,"Lewis County, Kentucky",13646,96
0500000US21137,21137,"Lincoln County, Kentucky",24424,378
0500000US21139,21139,"Livingston County, Kentucky",9353,141
0500000US21141,21141,"Logan County, Kentucky",26757,705
0500000US21143,21143,"Lyon County, Kentucky",8325,114
0500000US21145,21145,"McCracken County, Kentucky",65292,1508
0500000US21147,21147,"McCreary County, Kentucky",17850,539
0500000US21149,21149,"McLean County, Kentucky",9492,124
0500000US21151,21151,"Madison County, Kentucky",87324,1948
0500000US21153,21153,"Magoffin County, Kentucky",12887,125
0500000US21155,21155,"Marion County, Kentucky",19497,480
0500000US21157,21157,"Marshall County, Kentucky",31213,419
0500000US21159,21159,"Martin County, Kentucky",12478,219
0500000US21161,21161,"Mason County, Kentucky",17229,271
0500000US21163,21163,"Meade County, Kentucky",28751,1106
0500000US21165,21165,"Menifee County, Kentucky",6345,53
0500000US21167,21167,"Mercer County, Kentucky",21411,533
0500000US21169,21169,"Metcalfe County, Kentucky",9983,160
0500000US21171,21171,"Monroe County, Kentucky",10692,305
0500000US21173,21173,"Montgomery County, Kentucky",27391,703
0500000US21175,21175,"Morgan County, Kentucky",13379,182
0500000US21177,21177,"Muhlenberg County, Kentucky",31216,175
0500000US21179,21179,"Nelson County, Kentucky",44875,906
0500000US21181,21181,"Nicholas County, Kentucky",7062,127
0500000US21183,21183,"Ohio County, Kentucky",24152,683
0500000US21185,21185,"Oldham County, Kentucky",63876,2392
0500000US21187,21187,"Owen County, Kentucky",10673,272
0500000US21189,21189,"Owsley County, Kentucky",4552,18
0500000US21191,21191,"Pendleton County, Kentucky",14509,170
0500000US21193,21193,"Perry County, Kentucky",27818,260
0500000US21195,21195,"Pike County, Kentucky",62791,495
0500000US21197,21197,"Powell County, Kentucky",12387,177
0500000US21199,21199,"Pulaski County, Kentucky",63772,1480
0500000US21201,21201,"Robertson County, Kentucky",2191,33
0500000US21203,21203,"Rockcastle County, Kentucky",16893,82
0500000US21205,21205,"Rowan County, Kentucky",24302,541
0500000US21207,21207,"Russell County, Kentucky",17684,624
0500000US21209,21209,"Scott County, Kentucky",51348,2202
0500000US21211,21211,"Shelby County, Kentucky",44967,3980
0500000US21213,21213,"Simpson County, Kentucky",17856,377
0500000US21215,21215,"Spencer County, Kentucky",17798,337
0500000US21217,21217,"Taylor County, Kentucky",25315,537
0500000US21219,21219,"Todd County, Kentucky",12465,488
0500000US21221,21221,"Trigg County, Kentucky",14267,265
0500000US21223,21223,"Trimble County, Kentucky",8751,252
0500000US21225,21225,"Union County, Kentucky",15065,283
0500000US21227,21227,"Warren County, Kentucky",121066,6010
0500000US21229,21229,"Washington County, Kentucky",12017,478
0500000US21231,21231,"Wayne County, Kentucky",20557,600
0500000US21233,21233,"Webster County, Kentucky",13331,660
0500000US21235,21235,"Whitley County, Kentucky",35842,398
0500000US21237,21237,"Wolfe County, Kentucky",7221,20
0500000US21239,21239,"Woodford County, Kentucky",25591,1686
0500000US22001,22001,"Acadia Parish, Louisiana",62372,1362
0500000US22003,22003,"Allen Parish, Louisiana",25619,1092
0500000US22005,22005,"Ascension Parish, Louisiana",117009,5939
0500000US22007,22007,"Assumption Parish, Louisiana",22973,589
0500000US22009,22009,"Avoyelles Parish, Louisiana",41252,705
0500000US22011,22011,"Beauregard Parish, Louisiana",36435,1299
0500000US22013,22013,"Bienville Parish, Louisiana",13924,246
0500000US22015,22015,"Bossier Parish, Louisiana",124720,7937
0500000US22017,22017,"Caddo Parish, Louisiana",253125,6830
0500000US22019,22019,"Calcasieu Parish, Louisiana",197233,5982
0500000US22021,22021,"Caldwell Parish, Louisiana",9997,276
0500000US22023,22023,"Cameron Parish, Louisiana",6739,342
0500000US22025,22025,"Catahoula Parish, Louisiana",10145,130
0500000US22027,22027,"Claiborne Parish, Louisiana",16452,228
0500000US22029,22029,"Concordia Parish, Louisiana",20288,261
0500000US22031,22031,"De Soto Parish, Louisiana",27047,747
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",445337,17240
0500000US22035,22035,"East Carroll Parish, Louisiana",7419,58
0500000US22037,22037,"East Feliciana Parish, Louisiana",19756,292
0500000US22039,22039,"Evangeline Parish, Louisiana",33765,1072
0500000US22041,22041,"Franklin Parish, Louisiana",20464,63
0500000US22043,22043,"Grant Parish, Louisiana",22372,1334
0500000US22045,22045,"Iberia Parish, Louisiana",73799,2849
0500000US22047,22047,"Iberville Parish, Louisiana",33159,824
0500000US22049,22049,"Jackson Parish, Louisiana",15999,245
0500000US22051,22051,"Jefferson Parish, Louisiana",435204,60284
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",31399,679
0500000US22055,22055,"Lafayette Parish, Louisiana",234963,10331
0500000US22057,22057,"Lafourche Parish, Louisiana",97688,4190
0500000US22059,22059,"LaSalle Parish, Louisiana",14927,379
0500000US22061,22061,"Lincoln Parish, Louisiana",47480,1327
0500000US22063,22063,"Livingston Parish, Louisiana",135925,4566
0500000US22065,22065,"Madison Parish, Louisiana",11803,228
0500000US22067,22067,"Morehouse Parish, Louisiana",26739,320
0500000US22069,22069,"Natchitoches Parish, Louisiana",39258,824
0500000US22071,22071,"Orleans Parish, Louisiana",382922,20951
0500000US22073,22073,"Ouachita Parish, Louisiana",156398,3285
0500000US22075,22075,"Plaquemines Parish, Louisiana",23584,1465
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",22366,522
0500000US22079,22079,"Rapides Parish, Louisiana",132373,3860
0500000US22081,22081,"Red River Parish, Louisiana",8757,167
0500000US22083,22083,"Richland Parish, Louisiana",20692,417
0500000US22085,22085,"Sabine Parish, Louisiana",24144,882
0500000US22087,22087,"St. Bernard Parish, Louisiana",44091,4268
0500000US22089,22089,"St. Charles Parish, Louisiana",52708,2998
0500000US22091,22091,"St. Helena Parish, Louisiana",10714,13
0500000US22093,22093,"St. James Parish, Louisiana",21581,322
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",43888,2415
0500000US22097,22097,"St. Landry Parish, Louisiana",83699,1603
0500000US22099,22099,"St. Martin Parish, Louisiana",53385,1429
0500000US22101,22101,"St. Mary Parish, Louisiana",53053,3431
0500000US22103,22103,"St. Tammany Parish, Louisiana",246269,12898
0500000US22105,22105,"Tangipahoa Parish, Louisiana",127115,4975
0500000US22107,22107,"Tensas Parish, Louisiana",4793,83
0500000US22109,22109,"Terrebonne Parish, Louisiana",113099,5477
0500000US22111,22111,"Union Parish, Louisiana",22460,1021
0500000US22113,22113,"Vermilion Parish, Louisiana",59524,1878
0500000US22115,22115,"Vernon Parish, Louisiana",52101,4766
0500000US22117,22117,"Washington Parish, Louisiana",46367,940
0500000US22119,22119,"Webster Parish, Louisiana",40335,703
0500000US22121,22121,"West Baton Rouge Parish, Louisiana",25017,712
0500000US22123,22123,"West Carroll Parish, Louisiana",11370,343
0500000US22125,22125,"West Feliciana Parish, Louisiana",15384,241
0500000US22127,22127,"Winn Parish, Louisiana",14695,273
0500000US23001,23001,"Androscoggin County, Maine",107376,1861
0500000US23003,23003,"Aroostook County, Maine",69405,736
0500000US23005,23005,"Cumberland County, Maine",288204,5538
0500000US23007,23007,"Franklin County, Maine",30270,384
0500000US23009,23009,"Hancock County, Maine",54483,711
0500000US23011,23011,"Kennebec County, Maine",120953,1730
0500000US23013,23013,"Knox County, Maine",39717,493
0500000US23015,23015,"Lincoln County, Maine",34165,352
0500000US23017,23017,"Oxford County, Maine",57299,688
0500000US23019,23019,"Penobscot County, Maine",152978,1895
0500000US23021,23021,"Piscataquis County, Maine",17044,210
0500000US23023,23023,"Sagadahoc County, Maine",35134,518
0500000US23025,23025,"Somerset County, Maine",51363,507
0500000US23027,23027,"Waldo County, Maine",39071,446
0500000US23029,23029,"Washington County, Maine",31925,581
0500000US23031,23031,"York County, Maine",200536,3122
0500000US24001,24001,"Allegany County, Maryland",73060,1233
0500000US24003,24003,"Anne Arundel County, Maryland",559737,39402
0500000US24005,24005,"Baltimore County, Maryland",825666,40850
0500000US24009,24009,"Calvert County, Maryland",90527,3092
0500000US24011,24011,"Caroline County, Maryland",32653,2101
0500000US24013,24013,"Carroll County, Maryland",167535,5096
0500000US24015,24015,"Cecil County, Maryland",102175,4087
0500000US24017,24017,"Charles County, Maryland",154357,7939
0500000US24019,24019,"Dorchester County, Maryland",32451,1516
0500000US24021,24021,"Frederick County, Maryland",243465,20485
0500000US24023,24023,"Garrett County, Maryland",29677,301
0500000US24025,24025,"Harford County, Maryland",249776,10208
0500000US24027,24027,"Howard County, Maryland",308447,19595
0500000US24029,24029,"Kent County, Maryland",19819,870
0500000US24031,24031,"Montgomery County, Maryland",1026371,190550
0500000US24033,24033,"Prince George's County, Maryland",897693,150268
0500000US24035,24035,"Queen Anne's County, Maryland",48712,1668
0500000US24037,24037,"St. Mary's County, Maryland",110675,5136
0500000US24039,24039,"Somerset County, Maryland",25899,937
0500000US24041,24041,"Talbot County, Maryland",37668,2298
0500000US24043,24043,"Washington County, Maryland",149571,6283
0500000US24045,24045,"Wicomico County, Maryland",101527,4968
0500000US24047,24047,"Worcester County, Maryland",51441,1726
0500000US24510,24510,"Baltimore city, Maryland",621000,29537
0500000US25001,25001,"Barnstable County, Massachusetts",214703,5661
0500000US25003,25003,"Berkshire County, Massachusetts",128563,5220
0500000US25005,25005,"Bristol County, Massachusetts",554868,38919
0500000US25007,25007,"Dukes County, Massachusetts",17137,286
0500000US25009,25009,"Essex County, Massachusetts",769362,144843
0500000US25011,25011,"Franklin County, Massachusetts",70916,2599
0500000US25013,25013,"Hampden County, Massachusetts",468072,109127
0500000US25015,25015,"Hampshire County, Massachusetts",161035,8460
0500000US25017,25017,"Middlesex County, Massachusetts",1567610,117082
0500000US25019,25019,"Nantucket County, Massachusetts",10694,1268
0500000US25021,25021,"Norfolk County, Massachusetts",691218,27586
0500000US25023,25023,"Plymouth County, Massachusetts",506657,18014
0500000US25025,25025,"Suffolk County, Massachusetts",767719,167446
0500000US25027,25027,"Worcester County, Massachusetts",813589,85228
0500000US26001,26001,"Alcona County, Michigan",10461,145
0500000US26003,26003,"Alger County, Michigan",9396,127
0500000US26005,26005,"Allegan County, Michigan",113666,8049
0500000US26007,26007,"Alpena County, Michigan",28929,375
0500000US26009,26009,"Antrim County, Michigan",23215,454
0500000US26011,26011,"Arenac County, Michigan",15327,291
0500000US26013,26013,"Baraga County, Michigan",8612,122
0500000US26015,26015,"Barry County, Michigan",59316,1528
0500000US26017,26017,"Bay County, Michigan",106107,5350
0500000US26019,26019,"Benzie County, Michigan",17462,397
0500000US26021,26021,"Berrien County, Michigan",155134,7833
0500000US26023,26023,"Branch County, Michigan",43603,1890
0500000US26025,26025,"Calhoun County, Michigan",134691,6509
0500000US26027,26027,"Cass County, Michigan",51795,1800
0500000US26029,26029,"Charlevoix County, Michigan",26172,451
0500000US26031,26031,"Cheboygan County, Michigan",25579,324
0500000US26033,26033,"Chippewa County, Michigan",38330,639
0500000US26035,26035,"Clare County, Michigan",30608,570
0500000US26037,26037,"Clinton County, Michigan",77245,3363
0500000US26039,26039,"Crawford County, Michigan",13840,244
0500000US26041,26041,"Delta County, Michigan",36570,417
0500000US26043,26043,"Dickinson County, Michigan",25889,346
0500000US26045,26045,"Eaton County, Michigan",108544,5601
0500000US26047,26047,"Emmet County, Michigan",33091,506
0500000US26049,26049,"Genesee County, Michigan",413090,13426
