,Arrest_Number,County_State,Percent_Hispanic,per_gop,State,Incarceration_Number,Border
1199,1,"Hall, TX",33.99746995572423,0.8181818181820001,TX,74,1
1200,5,"Hansford, TX",45.64121037463977,0.8885464817669999,TX,74,1
1201,3,"Hardeman, TX",23.051619433198383,0.7988087359360001,TX,74,1
1202,2,"Hardin, TX",5.175823385588955,0.8608573436399999,TX,74,1
1203,5316,"Harris, TX",41.84701067168638,0.41827111637500003,TX,74,1
1204,34,"Harrison, TX",12.333097499661303,0.709755727507,TX,74,1
1205,4,"Hartley, TX",25.39389875963795,0.887917737789,TX,74,1
1206,2,"Haskell, TX",26.54852030282175,0.794900849858,TX,74,1
1207,44,"Hays, TX",37.06903051387827,0.471589955819,TX,74,1
1208,5,"Hemphill, TX",34.8349795230065,0.8654416123299999,TX,74,1
1209,13,"Henderson, TX",11.7556461691894,0.7896164796520001,TX,74,1
1210,3515,"Hidalgo, TX",91.47578150842534,0.280987340309,TX,74,1
1211,28,"Hill, TX",19.583966075470617,0.7806446613979999,TX,74,1
1212,12,"Hockley, TX",46.383197159601316,0.7955232079100001,TX,74,1
1213,5,"Hood, TX",11.634727115111497,0.818032159265,TX,74,1
1214,12,"Hopkins, TX",15.991518803704944,0.794300979519,TX,74,1
1215,7,"Houston, TX",10.560477151127094,0.7474102625869999,TX,74,1
1216,5711,"Howard, TX",40.51560826950004,0.7633456051540001,TX,74,1
1217,4,"Hudspeth, TX",78.3970123527722,0.577497129736,TX,74,1
1218,27,"Hunt, TX",14.840346701396687,0.76530383197,TX,74,1
1219,8,"Hutchinson, TX",22.174272334955468,0.8662318483879999,TX,74,1
1220,1,"Irion, TX",23.237277743715513,0.868421052632,TX,74,1
1221,20,"Jackson, TX",31.611936231094155,0.808720379147,TX,74,1
1222,1,"Jeff Davis, TX",35.88473660513282,0.590638297872,TX,74,1
1223,167,"Jefferson, TX",18.958232045945937,0.490230417911,TX,74,1
1224,5,"Jim Hogg, TX",90.09198926791873,0.202925908447,TX,74,1
1225,3,"Jim Wells, TX",79.92816853878418,0.43827960473000005,TX,74,1
1226,58,"Johnson, TX",19.7627329507947,0.774751178628,TX,74,1
1227,3,"Jones, TX",26.84516646610509,0.81169925826,TX,74,1
1228,7,"Karnes, TX",52.17565403096637,0.7070489844679999,TX,74,1
1229,36,"Kaufman, TX",19.161226862201556,0.7207838161010001,TX,74,1
1230,18,"Kendall, TX",22.384004101512435,0.7856641252009999,TX,74,1
1231,2,"Kenedy, TX",71.14695340501792,0.451612903226,TX,74,1
1232,23,"Kerr, TX",25.67270567270567,0.764746643569,TX,74,1
1233,3,"Kimble, TX",22.61396811138558,0.872493573265,TX,74,1
1234,1,"Kinney, TX",62.52096143096703,0.657303370787,TX,74,1
1235,13,"Kleberg, TX",71.94842676537942,0.460191922387,TX,74,1
1236,1,"Knox, TX",32.440241660099815,0.79381443299,TX,74,1
1237,3,"La Salle, TX",83.65896980461812,0.424597364568,TX,74,1
1238,11,"Lamar, TX",7.23209607866844,0.784700868533,TX,74,1
1239,6,"Lamb, TX",53.96357200796401,0.778489116517,TX,74,1
1240,13,"Lampasas, TX",18.70609618313111,0.781813719475,TX,74,1
1241,7,"Lavaca, TX",17.726671415487942,0.8501100428589999,TX,74,1
1242,8,"Lee, TX",23.11686761370419,0.766022692426,TX,74,1
1243,11,"Leon, TX",13.975063523016013,0.862832455785,TX,74,1
1244,50,"Liberty, TX",20.715539835619225,0.780625129373,TX,74,1
1245,31,"Limestone, TX",20.79764796114023,0.7514382845190001,TX,74,1
1246,376,"Live Oak, TX",37.92585170340681,0.808530583548,TX,74,1
1247,4,"Llano, TX",9.55972278842234,0.798207574443,TX,74,1
1248,87,"Lubbock, TX",33.88839494777421,0.6686314501330001,TX,74,1
1249,6,"Madison, TX",22.184497580004333,0.781928554751,TX,74,1
1250,2,"Marion, TX",3.8269060936120107,0.705658582977,TX,74,1
1251,1,"Mason, TX",24.926181102362204,0.806624452021,TX,74,1
1252,9,"Matagorda, TX",40.65197853972058,0.691654639613,TX,74,1
1253,70,"Maverick, TX",95.44606721801865,0.20724168383900002,TX,74,1
1254,2,"McCulloch, TX",30.951225430720697,0.8250162022030001,TX,74,1
1255,116,"McLennan, TX",25.128392647312587,0.616510127148,TX,74,1
1256,10,"Medina, TX",50.84933222036728,0.7013440390989999,TX,74,1
1257,91,"Midland, TX",42.26496467009376,0.7567944536750001,TX,74,1
1258,6,"Milam, TX",25.26669949121943,0.736609736261,TX,74,1
1259,6,"Montague, TX",10.426124638877425,0.8747094374709999,TX,74,1
1260,411,"Montgomery, TX",22.439862079333295,0.7395399910379999,TX,74,1
1261,26,"Moore, TX",53.308392680068515,0.755226149753,TX,74,1
1262,2,"Morris, TX",8.756816565241445,0.6935938759070001,TX,74,1
1263,42,"Nacogdoches, TX",18.66800903044725,0.657646009808,TX,74,1
1264,51,"Navarro, TX",25.62841189779355,0.731534611159,TX,74,1
1265,1,"Newton, TX",3.3880322535012026,0.738403990025,TX,74,1
1266,4,"Nolan, TX",35.81940467470201,0.7485244519390001,TX,74,1
1267,208,"Nueces, TX",62.550925444306046,0.487735431617,TX,74,1
1268,20,"Ochiltree, TX",52.16034792474237,0.8815833612880001,TX,74,1
1269,1,"Oldham, TX",16.191396810053167,0.899470899471,TX,74,1
1270,14,"Orange, TX",6.81663502525343,0.799250653317,TX,74,1
1271,12,"Palo Pinto, TX",19.590287228708544,0.8080589680589999,TX,74,1
1272,8,"Panola, TX",8.518783391527492,0.8110054739270001,TX,74,1
1273,49,"Parker, TX",11.155249552997144,0.82309042242,TX,74,1
1274,37,"Parmer, TX",61.757887309747005,0.678140525195,TX,74,1
1275,10,"Pecos, TX",68.17262732212814,0.591072714183,TX,74,1
1276,13,"Polk, TX",14.284180924371551,0.77189060504,TX,74,1
1277,98,"Potter, TX",37.1561251364013,0.688280974232,TX,74,1
1278,11,"Presidio, TX",81.7889137737962,0.295960054471,TX,74,1
1279,1,"Rains, TX",8.406241544150808,0.846436285097,TX,74,1
1280,9,"Randall, TX",19.393793301866985,0.8061063311839999,TX,74,1
1281,10,"Reagan, TX",65.98620689655172,0.787777777778,TX,74,1
1282,1,"Real, TX",19.65352449223417,0.823599523242,TX,74,1
1283,3,"Red River, TX",7.193898032918507,0.762385855838,TX,74,1
1284,7662,"Reeves, TX",74.80953040587339,0.445037688442,TX,74,1
1285,11,"Refugio, TX",49.32330827067669,0.621392190153,TX,74,1
1286,4,"Robertson, TX",19.791981616980106,0.66547788873,TX,74,1
1287,40,"Rockwall, TX",16.72537211680491,0.718358673379,TX,74,1
1288,2,"Runnels, TX",33.474209970223804,0.8608233731739999,TX,74,1
1289,19,"Rusk, TX",15.863676523112206,0.772612403917,TX,74,1
1290,1,"Sabine, TX",3.8391048519340214,0.8599741490739999,TX,74,1
1291,4,"San Jacinto, TX",12.295745620491683,0.781174187288,TX,74,1
1292,15,"San Patricio, TX",56.108895751506616,0.604471714777,TX,74,1
1293,3,"San Saba, TX",29.19571501445332,0.860237892948,TX,74,1
1294,1,"Schleicher, TX",50.96184169031851,0.777039848197,TX,74,1
1295,12,"Scurry, TX",39.17638904932424,0.836913134385,TX,74,1
1296,7,"Shelby, TX",17.595798482785447,0.7904541446209999,TX,74,1
1297,4,"Sherman, TX",42.03323558162268,0.864951768489,TX,74,1
1298,122,"Smith, TX",18.581082618489614,0.705030002044,TX,74,1
1299,489,"Starr, TX",98.9588623666836,0.189718586947,TX,74,1
1300,2,"Stephens, TX",23.337079799734344,0.8783666377060001,TX,74,1
1301,3,"Sutton, TX",58.358739837398375,0.759717314488,TX,74,1
1302,1351,"Tarrant, TX",27.827416177114696,0.521524307819,TX,74,1
1303,25,"Taylor, TX",23.392046378869217,0.732823752927,TX,74,1
1304,6,"Terrell, TX",69.66580976863753,0.656750572082,TX,74,1
1305,6,"Terry, TX",53.13580635020434,0.734543391946,TX,74,1
1306,29,"Titus, TX",41.47643593519882,0.6980165649519999,TX,74,1
1307,39,"Tom Green, TX",38.06251290167206,0.718454755406,TX,74,1
1308,1527,"Travis, TX",33.736726773595684,0.274047536167,TX,74,1
1309,2,"Trinity, TX",9.066852367688021,0.791875626881,TX,74,1
1310,9,"Upshur, TX",7.670926914009183,0.829124261842,TX,74,1
1311,2,"Upton, TX",52.460431654676256,0.741512345679,TX,74,1
1312,4,"Uvalde, TX",70.44538902236187,0.540286481647,TX,74,1
1313,296,"Val Verde, TX",80.917686545782,0.434550311665,TX,74,1
1314,23,"Van Zandt, TX",10.01695873374788,0.8500161372120001,TX,74,1
1315,30,"Victoria, TX",45.469232544593304,0.684873678783,TX,74,1
1316,1137,"Walker, TX",17.608614821382602,0.654270182391,TX,74,1
1317,33,"Waller, TX",29.027184424748665,0.6296739455579999,TX,74,1
1318,2,"Ward, TX",51.386451386451384,0.744506299443,TX,74,1
1319,8,"Washington, TX",15.0764242704956,0.742117040754,TX,74,1
1320,1108,"Webb, TX",95.47980120749156,0.22765399968299999,TX,74,1
1321,38,"Wharton, TX",39.63796311960751,0.690079553954,TX,74,1
1322,6,"Wheeler, TX",26.462247429989365,0.905030355594,TX,74,1
1323,28,"Wichita, TX",18.17053606562339,0.728219871812,TX,74,1
1324,1,"Wilbarger, TX",28.052982160630886,0.772006827603,TX,74,1
1325,2577,"Willacy, TX",87.81443674808604,0.303227075954,TX,74,1
1326,133,"Williamson, TX",23.83580741879136,0.518785781253,TX,74,1
1327,13,"Wilson, TX",38.75419860477134,0.7266164632559999,TX,74,1
1328,10,"Winkler, TX",58.47468600284863,0.7490656700480001,TX,74,1
1329,18,"Wise, TX",18.40100500893878,0.837557276672,TX,74,1
1330,6,"Wood, TX",9.400898189731006,0.84098466159,TX,74,1
1331,9,"Yoakum, TX",63.55218855218855,0.7816441931270001,TX,74,1
1332,2,"Young, TX",17.66894664842681,0.860146252285,TX,74,1
1333,90,"Zapata, TX",94.11928845483082,0.32801531589,TX,74,1
1334,8,"Box Elder, UT",8.969880453345754,0.623882040126,UT,8,0
1335,23,"Cache, UT",10.331246212886287,0.463864656206,UT,8,0
1336,5,"Carbon, UT",13.138474895094776,0.662829368125,UT,8,0
1337,21,"Davis, UT",9.065510246225235,0.448925578773,UT,8,0
1338,10,"Duchesne, UT",7.8643291164458615,0.794143104443,UT,8,0
1339,4,"Emery, UT",6.206244087038789,0.7980295566500001,UT,8,0
1340,1,"Garfield, UT",5.577689243027888,0.687445510026,UT,8,0
1341,4,"Grand, UT",9.86423419601188,0.43402154398599996,UT,8,0
1342,18,"Iron, UT",8.253230298841908,0.6529243193959999,UT,8,0
1343,11,"Juab, UT",4.4922432663938325,0.676889106968,UT,8,0
1344,13,"Kane, UT",4.476164079822617,0.645605973578,UT,8,0
1345,7,"Millard, UT",12.76578863852745,0.737485670615,UT,8,0
1346,1158,"Salt Lake, UT",17.735909156645473,0.326281939521,UT,8,0
1347,10,"Sevier, UT",4.882130732080523,0.7769619643719999,UT,8,0
1348,47,"Summit, UT",11.505037299084826,0.35563502706999994,UT,8,0
1349,8,"Tooele, UT",11.87848869099474,0.512721502248,UT,8,0
1350,9,"Uintah, UT",8.122176930703978,0.766591632384,UT,8,0
1351,36,"Utah, UT",11.15235112384943,0.513055755622,UT,8,0
1352,17,"Wasatch, UT",13.29987452948557,0.504537953795,UT,8,0
1353,51,"Washington, UT",9.920439065800643,0.688176157512,UT,8,0
1354,101,"Weber, UT",17.582709010143873,0.472026126137,UT,8,0
1355,1,"Campbell, VA",1.9759902653420751,0.714306708796,VA,41,0
1356,2,"Carroll, VA",2.952947903003397,0.7840582910130001,VA,41,0
1357,62,"Chesterfield, VA",7.943611209050172,0.48456254849200003,VA,41,0
1358,4,"Clarke, VA",4.347522191934019,0.57274627967,VA,41,0
1359,40,"Culpeper, VA",9.319333224383069,0.604020464527,VA,41,0
1360,4,"Dinwiddie, VA",3.058071390516782,0.550284489766,VA,41,0
1361,431,"Fairfax, VA",16.05985416021192,0.29075190933899997,VA,41,0
1362,19,"Fauquier, VA",7.178243292907019,0.595571597888,VA,41,0
1363,1,"Floyd, VA",2.7137999615063837,0.663447064727,VA,41,0
1364,1,"Fluvanna, VA",3.2941718498041928,0.520160094871,VA,41,0
1365,6,"Franklin, VA",2.6889560732704965,0.692408132811,VA,41,0
1366,6,"Franklin, VA",2.6889560732704965,0.45176276260799997,VT,41,1
1367,12,"Frederick, VA",7.437956293047947,0.6495651957240001,VA,41,0
1368,1,"Gloucester, VA",3.1306555738634825,0.670303216554,VA,41,0
1369,2,"Grayson, VA",2.924901185770751,0.770597960871,VA,41,0
1370,3,"Greene, VA",5.166361016505109,0.625381458487,VA,41,0
1371,14,"Hanover, VA",2.6516893511678195,0.635373036124,VA,41,0
1372,42,"Henrico, VA",5.235135328232703,0.368435350629,VA,41,0
1373,10,"Henry, VA",5.211745101419296,0.632860293812,VA,41,0
1374,7,"James City, VA",5.287899860917942,0.498022790556,VA,41,0
1375,3,"King George, VA",4.441805225653207,0.6131862622209999,VA,41,0
1376,1,"King William, VA",0.773706362961129,0.656139964789,VA,41,0
1377,1,"King and Queen, VA",3.0952380952380953,0.569571230982,VA,41,0
1378,13,"Lee, VA",1.7984023122315445,0.806372286967,VA,41,0
1379,107,"Loudoun, VA",13.300867741801978,0.386281308074,VA,41,0
1380,4,"Louisa, VA",2.5502183406113534,0.600159936026,VA,41,0
1381,1,"Mecklenburg, VA",2.621038802909417,0.5457600316269999,VA,41,0
1382,12,"Montgomery, VA",3.0197373157661964,0.45567396650700004,VA,41,0
1383,2,"Nelson, VA",3.6679927179556335,0.503213289681,VA,41,0
1384,2,"New Kent, VA",2.6133359932172957,0.667351804653,VA,41,0
1385,7,"Northampton, VA",8.24393464268031,0.437887186175,VA,41,0
1386,6,"Orange, VA",4.209560404897772,0.612636241767,VA,41,0
1387,6,"Orange, VA",4.209560404897772,0.371137849079,VT,41,1
1388,1,"Pittsylvania, VA",2.4346070008975507,0.686148893868,VA,41,0
1389,1,"Powhatan, VA",1.9797779820405856,0.707097773014,VA,41,0
1390,4,"Prince Edward, VA",2.4439918533604885,0.44979699330600004,VA,41,0
1391,5,"Prince George, VA",7.2907816482582835,0.567348203222,VA,41,0
1392,727,"Prince William, VA",21.891441065752993,0.37323788090099996,VA,41,0
1393,4,"Pulaski, VA",1.5254089548769505,0.6825039703550001,VA,41,0
1394,1,"Rappahannock, VA",3.465480043149946,0.569756975698,VA,41,0
1395,14,"Roanoke, VA",2.687523357001762,0.615306386967,VA,41,0
1396,3,"Rockbridge, VA",1.5634743875278398,0.624333177351,VA,41,0
1397,11,"Rockingham, VA",6.201945758476035,0.691619224874,VA,41,0
1398,7,"Shenandoah, VA",6.699022330074433,0.692303909516,VA,41,0
1399,1,"Smyth, VA",1.9484022466918414,0.76,VA,41,0
1400,1,"Southampton, VA",1.372259581214805,0.567515779982,VA,41,0
1401,20,"Spotsylvania, VA",8.620462761551622,0.557624470467,VA,41,0
1402,40,"Stafford, VA",11.188981569065842,0.517827084927,VA,41,0
1403,1,"Sussex, VA",2.693258331202591,0.408061953932,VA,41,0
1404,3,"Warren, VA",3.9838173525394907,0.661120791411,VA,41,0
1405,2,"Westmoreland, VA",6.104518484710178,0.5223736581840001,VA,41,0
1406,5,"Wise, VA",1.2302240854419324,0.799346274431,VA,41,0
1407,1,"Wythe, VA",1.1004079393918618,0.758037735849,VA,41,0
1408,3,"York, VA",5.68298988329174,0.552609946568,VA,41,0
1409,37,"Adams, WA",61.8848167539267,0.5919659641830001,WI,21,0
1410,2,"Asotin, WA",3.5770813548591325,0.589838909542,WA,19,1
1411,74,"Benton, WA",20.3424719628411,0.592845904794,WA,19,1
1412,65,"Chelan, WA",27.162558018218053,0.549699069852,WA,19,1
1413,5,"Clallam, WA",5.8572818594197535,0.475519175383,WA,19,1
1414,80,"Clark, WA",8.658817058592614,0.46270379602,WA,19,1
1415,1,"Columbia, WA",6.799294887937547,0.6867802855830001,WA,19,1
1416,26,"Cowlitz, WA",8.4002566745095,0.529097504672,WA,19,1
1417,221,"Franklin, WA",52.02710397449037,0.551787796347,WA,19,1
1418,1,"Garfield, WA",3.3168982519049752,0.68262987013,WA,19,1
1419,126,"Grant, WA",40.121041824273206,0.653998584572,WA,19,1
1420,18,"Grays Harbor, WA",9.635983322336559,0.496297127469,WA,19,1
1421,1,"Island, WA",6.742975547039806,0.43038302887400004,WA,19,1
1422,1,"Jefferson, WA",3.4450928032176176,0.297810945274,WA,19,1
1423,406,"King, WA",9.338029862229808,0.217145372921,WA,19,1
1424,16,"Kitsap, WA",7.136254893431928,0.394200210748,WA,19,1
1425,13,"Kittitas, WA",8.53803903237116,0.536980473437,WA,19,1
1426,2,"Klickitat, WA",12.040133779264215,0.546708591135,WA,19,1
1427,22,"Lewis, WA",9.629707886535313,0.6510502100419999,WA,19,1
1428,88,"Mason, WA",8.950212905339011,0.48759318615599995,WA,19,1
1429,84,"Okanogan, WA",19.053730114530616,0.578812081153,WA,19,1
1430,7,"Pacific, WA",8.9427758761992,0.500421861817,WA,19,1
1431,141,"Pierce, WA",10.08781408483172,0.421727755183,WA,19,1
1432,2,"San Juan, WA",5.8358246138515195,0.25035414109000004,WA,19,1
1433,42,"Skagit, WA",17.688317078232,0.44372708869099997,WA,19,1
1434,139,"Snohomish, WA",9.603782513388932,0.37620195414499996,WA,19,1
1435,21,"Spokane, WA",5.174958166875575,0.499065267852,WA,19,1
1436,1,"Stevens, WA",3.3558888076079008,0.672770410026,WA,19,1
1437,17,"Thurston, WA",8.206946014246501,0.377911873165,WA,19,1
1438,10,"Walla Walla, WA",20.913240482201676,0.546455015722,WA,19,1
1439,51,"Whatcom, WA",8.829012678265762,0.37188952440800005,WA,19,1
1440,264,"Yakima, WA",47.67866731804216,0.547575581556,WA,19,1
1441,5,"Grant, WI",1.4171645109525743,0.8772497472190001,WV,10,0
1442,2,"Jackson, WI",3.0827579500145874,0.7399240171789999,WV,10,0
1443,16,"Jefferson, WI",6.885660886228679,0.547506977132,WV,10,0
1444,1,"Lincoln, WI",1.3915018991161123,0.752289639382,WV,10,0
1445,6,"Monroe, WI",4.022925162570264,0.7649029982359999,WV,10,0
1446,2,"Shawano, WI",2.515464913976416,0.64690054323,WI,21,0
1447,8,"Sheboygan, WI",5.975587538713791,0.555292503002,WI,21,0
1448,3,"Taylor, WI",1.744554358949369,0.699692046299,WI,21,0
1449,3,"Taylor, WI",1.744554358949369,0.723453370268,WV,10,0
1450,11,"Trempealeau, WI",7.025507266014023,0.542669906487,WI,21,0
1451,3,"Vernon, WI",1.5209250377767558,0.49277813006399995,WI,21,0
1452,1,"Vilas, WI",2.0118841529031957,0.607225154241,WI,21,0
1453,26,"Walworth, WI",10.894866095262131,0.570456792565,WI,21,0
1454,1,"Washburn, WI",1.6257570927637872,0.596533833756,WI,21,0
1455,6,"Washington, WI",2.972523272024104,0.6784487055060001,WI,21,0
1456,30,"Waukesha, WI",4.495709158600525,0.610962263099,WI,21,0
1457,1,"Waupaca, WI",2.880286296994651,0.628182495783,WI,21,0
1458,6,"Waushara, WI",6.213383942569519,0.641167126494,WI,21,0
1459,9,"Winnebago, WI",3.8410025547682123,0.505832906441,WI,21,0
1460,7,"Wood, WI",2.665000475407832,0.570163343233,WI,21,0
1461,7,"Wood, WI",2.665000475407832,0.713864306785,WV,10,0
1462,3,"Jackson, WV",0.3219288331792185,0.533253640513,WI,21,0
1463,7,"Jefferson, WV",5.225909852154652,0.553090445138,WI,21,0
1464,1,"Big Horn, WY",8.859274159751907,0.8007481787749999,WY,4,0
1465,14,"Campbell, WY",8.357229798031893,0.8797323668799999,WY,4,0
1466,7,"Carbon, WY",17.64780835881753,0.711129032258,WY,4,0
1467,8,"Converse, WY",7.691766856500035,0.842490842491,WY,4,0
1468,1,"Crook, WY",2.402526084568918,0.887562980642,WY,4,0
1469,3,"Fremont, WY",6.779244401838606,0.675028713051,WY,4,0
1470,3,"Goshen, WY",10.519710615679905,0.774001401542,WY,4,0
1471,1,"Johnson, WY",2.134857676154923,0.799494136583,WY,4,0
1472,36,"Laramie, WY",14.199815465638249,0.621955188384,WY,4,0
1473,2,"Lincoln, WY",4.416761041902604,0.80721600381,WY,4,0
1474,19,"Natrona, WY",8.198241644099863,0.72394054104,WY,4,0
1475,4,"Park, WY",5.618402503180552,0.759532595326,WY,4,0
1476,4,"Platte, WY",7.814645308924486,0.770627802691,WY,4,0
1477,3,"Sheridan, WY",4.113754845608876,0.7236202156899999,WY,4,0
1478,1,"Sublette, WY",7.814992025518341,0.7933441936229999,WY,4,0
1479,26,"Sweetwater, WY",15.85959118093368,0.729428005522,WY,4,0
1480,32,"Teton, WY",15.174822083720107,0.321944809461,WY,4,0
1481,3,"Uinta, WY",8.959938735461638,0.764187259406,WY,4,0
